,기업명
21925,남사물류
21926,서안산업
21927,대성아이앤지
21928,위드지스
21929,맥스젠테크놀로지
21930,세범
21931,삼보산업
21932,한일개발
21933,아이제이에스
21934,거창풍력발전
21935,대준컨벤션
21936,디에이치건설
21937,상청
21938,신화련금수산장개발
21939,은빛메탈
21940,타이코화이어인티그레이티드서비시즈코리아
21941,볼텍코리아
21942,리치몬드
21943,시너지아이비투자
21944,이젠위드
21945,세바
21946,인천도화위탁관리부동산투자회사
21947,대아
21948,지씨엠
21949,보화
21950,제이아이테크
21951,람정엔터테인먼트코리아
21952,범섬리조트
21953,경영에스제이
21954,충전공영개발전북지점
21955,천호엔케어
21956,케이엠에프천안지점
21957,성원기업장유공장
21958,두루일렉스
21959,유신단열(주)제삼공장
21960,유신단열(주)제사공장
21961,유신단열(주)소주공단제이공장
21962,씨엔에스파크
21963,가이아
21964,혁진개발
21965,웨트러스트
21966,조은테크
21967,우정에이치앤씨
21968,대경엘리시아
21969,지엘산업
21970,서일특수목재
21971,케이씨엠
21972,본에너지
21973,삼성콘크리트창녕공장
21974,큐알티
21975,모티브인텔리전스
21976,광성종합건설
21977,미디어렙에이
21978,브랜드유니버스
21979,제이에스컴퍼니
21980,스마트켐
21981,디와이솔리텍
21982,티앤에프
21983,렘퍼스
21984,파인에프엔씨
21985,제인테크
21986,제이엔제이푸드
21987,수은
21988,이강개발
21989,하카코리아
21990,지씨에이씨티711
21991,신흥제이앤피
21992,진슬태양광
21993,유성
21994,여수해상케이블카
21995,보니애가구
21996,지엔비오토모빌(주)대구
21997,레뱅신세계도곡점
21998,프라임감정평가법인(주)경남지사
21999,세광산업개발(주)제주지점
22000,포나후렉스
22001,쉰들러엘리베이터전주지점
22002,뉴본홀딩스
22003,네오시티
22004,오티디코퍼레이션
22005,바로고
22006,해맑음푸드
22007,에이프로젠바이오로직스
22008,에코스마일
22009,서우리테일
22010,무한컴퍼니
22011,해동솔라텍
22012,창원에너텍
22013,티에스파워텍
22014,나인위드
22015,메리디안
22016,대동종합건설
22017,삼양레미콘
22018,쏘나브이피씨코리아(주)우정지점
22019,라이즈에듀케이션코리아
22020,에이피에스코리아
22021,서서울도시고속도로
22022,하이브미디어코프
22023,에스피테크놀러지
22024,뤼이드
22025,하이디라오코리아
22026,정우볼트
22027,한강포장
22028,더프레임종합건설
22029,태양세이프도어
22030,글라세움
22031,성정
22032,내포그린에너지
22033,쓰리에이치
22034,삼우이피
22035,데크카본
22036,이앤알파워홀딩스
22037,씨메이트
22038,한국기능공사제이공장
22039,경진부로아(주)화성지점
22040,하이모자연건강사업부
22041,뱅뱅어패럴 여주지점
22042,에스앤에스컴퍼니
22043,케이피씨영천공장
22044,가드너덴버코리아(주)성남지점
22045,행성사
22046,유니온천안공장
22047,케이피씨엠소월이공장
22048,케이피씨엠덕촌공장
22049,한빛향료
22050,대연
22051,투믹스
22052,더피제이
22053,아쿠아리어스
22054,큐리어스마인드
22055,리안월드
22056,삼천개발
22057,흥부산업
22058,창
22059,범창페이퍼월드
22060,우일팜
22061,티켐
22062,진푸드
22063,라인어스
22064,휴비스트제약
22065,서원테크
22066,한연개발
22067,아티오
22068,에이치케이파워텍의성지점
22069,진영에이치앤에스이공장
22070,제니코식품(주)평택지점
22071,테크노전자마산공장
22072,제이트로닉스김포사업장
22073,단하유통(주)신세계백화점센텀
22074,우주종합건설
22075,투스라이프
22076,에스비아이엘케이
22077,세화헬스케어
22078,오에스개발
22079,미트박스글로벌
22080,백암로지스틱스코리아
22081,가림종합건설
22082,다솜
22083,센트럴베이
22084,준성개발
22085,캠프투
22086,유진텍코퍼레이션안산지점
22087,유진텍코퍼레이션정읍
22088,미래코리아제이공장
22089,사과마을
22090,삼화양행진해
22091,삼화양행구미
22092,미래피엔티(아산지점)
22093,하이그라운드
22094,디에스홀딩스
22095,에스비정보기술
22096,메가솔라
22097,고덕그린에너지
22098,클레어
22099,애드메이트
22100,정광
22101,대유산업
22102,세원
22103,디엔피코퍼레이션_구미지점
22104,한국소방기구제작소구지공장
22105,씨지주택
22106,설빙광복동지점
22107,고려자산개발
22108,레콘
22109,스카이인터내셔널
22110,로저비비에코리아
22111,씨에스아이컨설팅
22112,한국페이즈서비스
22113,에이앤드제이
22114,크레셈
22115,대마
22116,부강레미콘
22117,포스타건설
22118,해마레
22119,평동삼차산단개발
22120,보민
22121,로얄링스
22122,더에듀케이션
22123,메타케어
22124,다이렉트컴즈
22125,더사칠공
22126,경북그린에너지센터
22127,에프엔에스리테일
22128,아이티엑스코리아
22129,휴앤텍
22130,동양전기산업
22131,휴먼시스템
22132,마트킹권선
22133,더큰정성
22134,지에스씨
22135,아름다운에너지
22136,제이아트컨벤션
22137,그린랜드센터제주
22138,에이블정보기술전주지점
22139,엘도라도리조트신안지점
22140,웨이코스
22141,다이셀세이프티시스템즈코리아
22142,유씨엘(주)지점
22143,엘마트의정부점
22144,민주디앤씨
22145,에이원기술검사
22146,부산영화박물관
22147,이노
22148,범안
22149,보듬컴퍼니
22150,디더블유에스지원
22151,외환베리타스제2차대부
22152,라이크홈
22153,지오네이션
22154,케이비개발
22155,에이치에스에프
22156,우전타워
22157,뉴온
22158,석성개발
22159,앤에스알시
22160,명제
22161,왕관일
22162,극동볼트
22163,백메가
22164,지음
22165,둥지
22166,파라코개발
22167,지텍
22168,글로제닉
22169,오션
22170,수정유통용인지점
22171,복수
22172,선일일렉콤지점부설기술연구소
22173,키암코쉬핑케이엑스제일호
22174,쏘그래비티
22175,제이알제16호위탁관리부동산투자회사
22176,크레이버코퍼레이션
22177,금강코퍼레이션
22178,투스템
22179,에스에스제이첨단소재
22180,원흥
22181,행복생활
22182,엔알에스한익스
22183,보물섬수산
22184,청송
22185,구봉무역
22186,기베스
22187,온드림
22188,대흥
22189,피케이텍시스템광주공장
22190,투썸플레이스강남자곡점
22191,엠엔씨인터내쇼날
22192,중원에셋
22193,클리어디스플레이
22195,애드포러스
22196,에스라이즈
22197,디와이피엔
22198,한국교육시스템
22199,위시컴퍼니
22200,아쉬세븐
22201,와이엔케이에셋
22202,한국전자판매
22203,밸런스히어로
22204,버킷플레이스
22205,전북에코에듀
22206,휴고보스코리아
22207,예그리나
22208,동남리빙스텔개발
22209,평택개발
22210,씨에이치
22211,제이제이홀딩스
22212,엠케이캐피탈대부
22213,이천창고
22214,씨티건설
22215,금당테크놀러지
22216,지음디앤씨
22217,강우건설
22218,엠브레인
22219,씨앤씨유통
22220,미찌푸드
22221,블루포인트파트너스
22222,에이라운드투자개발
22223,밴티지개발
22224,디와이에스엠
22225,경도이앤씨
22226,경천개발
22227,지앤티클린
22228,와우코리아
22229,피엔에스더커튼월
22230,나브텍
22231,려은
22232,아이비주택개발
22233,상현이엔씨
22234,브리드비인터내셔널
22235,올리비에홀딩스
22236,삼성공업(주)군산공장
22237,씨엔텍코리아진주
22238,트인시아
22239,연임
22240,올투딜리셔스
22241,아주세라믹스
22242,쿠캣
22243,신흥엘디아이
22244,서원기업
22245,대양
22246,대형디앤씨
22247,메이저월드
22248,디엠티
22249,케이앤제이프라퍼티
22250,그린사이언스파워
22251,로망
22252,피그넷엔에스
22253,가우정푸드
22254,쎈텍(주)천안공장
22255,유엔인베스트먼트
22256,드림엔지니어링
22257,다우파크원
22258,에이엔디앤씨
22259,금당
22260,노을그린에너지
22261,마산힐링네스트
22262,인천대림
22263,에스엠대부자산관리
22264,세종건설
22265,의왕장안프로젝트금융투자
22266,디에스브이
22267,앰앰아이
22268,에이치에스투자개발
22269,참샘
22270,청화정밀
22271,노랑푸드
22272,휴이노
22273,홀리조이
22274,중온건설
22275,그린에프피
22276,태대산
22277,에르메네질도제냐코리아
22278,딜로스
22279,엠에이치파이낸스대부
22280,정진개발
22281,베스콘
22282,자라홈코리아
22283,콘티넨탈타이어코리아
22284,와마트
22285,넥스트바이오메디컬
22286,유니맥스이엔엘
22287,세계로시스템
22289,세웅
22290,해윰
22291,페스웰
22292,원명스틸
22293,로얄이앤씨
22294,디엠산업
22295,씨엔컴퍼니
22296,디에스글로벌
22297,씨앤티개발
22298,무등주택개발
22299,스미토모세이카폴리머스코리아
22300,지맥스아산공장
22301,제이에스리테일
22302,코앤컴
22303,에스에이치도시개발
22304,논현에스에이치
22305,티아이씨
22306,지앤인
22307,올가니카
22308,엘에프로지스틱스코리아
22309,원테크놀러지
22310,제이에스케이유더블유에이
22311,젠텍
22312,계림산업
22313,재이솔루션테크놀러지
22314,모켄풀빌라
22315,우성에스이
22316,강동산단
22317,동부산홀딩스
22318,디에스알
22319,휴이언
22320,해동주택
22321,전주파워
22322,윤재
22323,에이치앤에스하우징
22324,동우국제동국보세창고지점
22325,웰스바이오
22326,보광아이엔티
22327,씨엔스틸진천공장
22328,비케이브
22329,알엔알
22330,에이왓글로벌로지스틱스코리아
22331,화성송산테크노파크
22332,미가
22333,아시아퍼시픽헬스케어
22334,지비앤티
22335,에이아이코리아
22336,얌테이블
22337,우성
22338,아산종합건설
22339,아름다운사람들
22340,에스에이치비피
22341,지큐브스페이스
22342,서울대메디컬허브
22343,인서울27골프클럽
22344,강남대부동산금융
22345,멘토브랜딩
22346,맥타무역
22347,대한에스엔디
22348,지산도시개발
22349,드림바이오
22350,에스더블유세이프티
22351,포스로
22352,대림에스엔피
22353,구보
22354,하주산업개발
22355,승산팩
22356,에이루트호텔앤리조트
22357,더콜로니운정
22358,리얼피에셋컨설팅
22359,한성이비지니스
22360,에이피아이씨
22361,고흥솔라파크
22362,제이와이에프엔비
22363,록팰
22364,태성씨앰씨개발
22365,디에이치아이에스
22366,소설
22367,크리스탈레지던스
22368,제이에이치홀딩스
22369,디지자산관리
22370,삼림
22371,현진제업(주)제이공장
22372,현진제업(주)제사공장
22373,현진제업(주)화성공장
22374,엔케이알
22375,엘에스와이코리아
22376,참존건설
22377,원일자산개발
22378,이시스코스메틱
22379,청산풍력발전
22381,성본산업단지
22382,영식품
22383,티에스모스트
22384,로얄멀티서비스
22385,더나음
22386,에스엘메디케어
22387,핀카
22388,제이파이낸스대부
22389,앤앤컴퍼니
22390,아시아어드바이저스코리아
22391,영안상사
22392,파주운정주택사업
22393,원희캐슬
22394,비룡물산
22395,제이투에이치바이오텍
22396,정우엔텍
22397,지플러스생명과학
22398,달솔
22399,지티아이솔루션스코리아
22400,아산그린에너지
22401,우앤리디피엠
22402,스타포드인
22403,정원이엔지
22404,장원폐차산업
22405,삼원
22406,아미코스메틱제주지사
22407,제이엘씨
22408,닐슨아이큐서비스코리아
22409,어큐진
22410,우석엔프라
22411,이노티에스
22412,한국씨씨엘레이블
22413,시리
22414,디새집일공일
22415,제이
22416,디에이치정공
22417,이베코그룹코리아
22418,에르코스
22419,리치빔천안공장
22420,성보유통호매실점
22421,우리마트천곡점
22422,우리마트만덕점
22423,엘마트안산점
22424,세계로마트정릉점
22425,세계로유통연수점
22426,한남상사서부지점
22427,우리마트달동점
22428,성한안산식자재점
22429,원풍시멘트김해지점
22430,하나원자력기술
22431,왕보이공장
22432,한국야나세통영조
22433,대흥정공
22434,태전동프로젝트금융투자
22435,티앤디소프트
22436,엠디헬스케어
22437,153로지스틱스
22438,샌드박스네트워크
22439,스마트스코어
22440,에이피알
22441,한울
22442,세아전자
22443,일성산업
22444,제이에스알일렉트로닉머트리얼즈코리아
22445,씨엔피브이파워코리아
22446,에스피스틸
22447,삼보유통
22448,동진제약
22449,일진레져
22450,에스엠종합개발
22451,화인바이오
22452,인성금속
22453,상해진화한국
22454,에이치아이디
22455,아이에스산업개발
22456,제이케이에스테이트
22457,효돈
22458,국제마리타임17호선박투자회사
22459,모노리스제주파크
22460,수목개발
22461,케이피엑스글로벌
22462,스킨이데아
22463,오뗄이천지점
22464,지바이오텍
22465,동북쇼핑문산점
22466,강림리사이클링
22467,갓텐코리아
22468,금강석유(주)선반내주유소
22469,삼승
22470,우리마트율하점
22471,우리마트신호점
22472,서원제이에스
22473,펨코제17호기업구조조정부동산투자회사
22474,생활공작소
22475,케이디알홀딩스
22476,에스디아이테크
22477,엠케이산업
22478,플러스리더
22479,용수개발
22480,엠앤에이치
22481,이래
22482,피앤디컴퍼니
22483,영천바이오에너지
22484,동진
22485,뉴세종종합건설
22486,피에스엠
22487,성일개발
22488,고래사
22489,해성에코텍
22490,티에스에너지7호
22491,티에스에너지9호
22492,브리타니산업개발
22493,디케이
22494,퍼플인터내셔널
22495,엠스트림피에프브이
22496,에스엠알앤디
22497,비비비
22498,셀로맥스
22499,퀄맥스
22500,엔씨티
22501,신진에스코
22502,채움
22503,양덕개발
22504,에스더블류도로안전
22505,파라다이스온천호텔
22506,페녹스코리아
22507,기센에너지
22508,아이오에쓰
22509,동양주택개발
22510,하나스틸
22512,씨엠텍21
22513,거산알루미늄
22514,케이엠헬스케어
22515,에스에이치어패럴
22516,청강산업(주)중부지점
22517,청강산업(주)다동지점
22518,모바일면세점
22519,경원에셋
22520,알티스트
22521,빅밴드앤코
22522,호라이즌
22523,마이셀럽스
22524,마스턴제십일호위탁관리부동산투자회사
22525,비알인포텍
22526,삼원개발
22527,세현씨씨
22528,비피로지스
22529,정우테크닉스
22530,모두유통
22531,엘케이인더스트리
22532,세진
22533,그레이스건설
22534,아이엔티
22535,동학식품
22536,현전사강서영업소
22537,정샘물뷰티
22538,국민티에스
22539,헬스케어
22540,케이비동자민간임대위탁관리부동산투자회사
22541,더율
22542,럭스로보
22543,네오밸류갈매피에프브이
22544,엠비엔미디어렙
22545,맑은부산환경
22546,웰컴지앤엠
22547,주명개발
22548,랜드마스터
22549,상품권가게
22550,평안매직
22551,엠와이개발
22552,와이엔아이
22553,행복마을
22554,우람이엔지
22555,보람찬
22556,삼성포장김포지점
22557,성창
22558,세인티앤엘인천지사
22559,건화이엔지제이공장
22560,진메디신
22561,케이리얼티임대주택제1호위탁관리부동산투자회사
22562,세하종합개발
22563,지세인
22564,비케이메디칼그룹
22565,인하에이앤티
22566,뉴팩코퍼레이션
22567,다온
22568,골든산업개발
22569,함양에코라인
22570,마장1로지스틱스코리아
22571,에스지건설
22572,진양건설
22573,아젠컴
22574,베스트원개발
22575,프리미스
22576,도원투자개발
22577,지티투자개발
22578,수영주택건설
22579,더스토리컴퍼니
22580,영일오삼
22581,제이피
22582,지에프아이
22583,둘레성
22584,시티글로벌
22585,창성정밀양주지점
22586,대신이엔디
22587,위베네베네
22588,디앤디파마텍
22589,리더에이피엠
22590,레뷰코퍼레이션
22591,다올건설산업
22592,더블유에스오디올로지코리아
22593,이에스코스메틱
22594,에이씨티로지스틱스
22595,포항새물길
22596,에이치에스디앤씨
22597,엘티피글로벌
22598,더블유아이앤디그룹
22599,폴젠코리아
22600,삼척에코건자재
22601,해태산업
22602,데시칸
22603,내담에프앤비
22604,엠제이
22605,제다하네스
22606,럭키개발
22607,에코인슈텍
22608,부르크하르트컴프레이션코리아부산
22609,대진산업단지
22610,무등리츠
22611,폭스건설
22612,삼일방(주)경산공장
22613,한우리산업(주)제이공장
22614,유진코퍼레이션이천
22615,유성씨앤에프(주)양주
22616,클린일렉스
22617,비즈플레이
22618,마이퍼스트레이디
22619,주영비젼타워
22620,더에쓰지
22621,동광티지건설
22622,비에이치랩
22623,중현씨앤씨
22624,세한메트로
22625,와이엘사이언스
22626,레인보우
22627,슈프림개발
22628,키프로토
22629,로얄디앤씨
22630,우리델리카
22631,힐스
22632,동주
22633,위농농업회사법인
22634,블루와이디
22635,태원
22636,전북집단에너지
22637,맥스코프
22638,한양기술공업
22639,더세이프티
22640,루메나
22641,디엠케이코리아
22642,크라운에셋크라운하버호텔
22643,바이킹그룹
22644,브레이브모바일
22645,피티에스지피에프브이
22646,테라핀테크
22647,코니카미놀타센싱코리아
22648,엔라이즈
22649,이와이푸드
22650,글락소스미스클라인컨슈머헬스케어코리아
22651,브랜디
22652,이에스알켄달스퀘어
22653,오케이파이낸셜대부
22654,더함에스디
22655,나이프플러스
22656,한강시네폴리스개발
22657,스튜어트
22658,레이홀딩스
22659,더브릿지
22660,케이티이
22661,모든에셋
22662,피비
22663,성호엔지니어링
22664,선호
22665,포항국제물류센터냉동창고
22666,국제희토류금속
22667,한국목재
22668,시클리드
22669,초록뱀푸드팜
22670,더센터시티제삼차
22671,에이디에프자산운용
22672,지평디앤피
22673,알맥스
22674,경신바이오
22675,한송엠앤티
22676,금하플러스
22677,인성에이앤티(주)양산공장
22678,바람인터내셔날
22679,데이먼인더스트리
22680,금명하이텍
22681,광교라이프피에프브이
22682,부천물류센터프로젝트금융투자
22683,파주양주통일빌리지
22684,마플코퍼레이션
22685,미누스토리
22686,이앤에프프라이빗에퀴티
22687,베르티스
22688,엠오티이엔지
22689,도레도레
22690,메이블
22691,성남알앤디피에프브이
22692,큐브알앤디건설
22693,로얄팰리스
22694,리싸이클오피스
22695,빔보큐에스알코리아
22696,세인홈시스
22697,대신에스엔씨
22698,삼환
22699,온주
22700,펫클럽
22701,크린자원산업
22702,쏠레어코리아
22703,컬리
22704,글로젠
22705,트레져헌터
22706,에스엠씨피에프브이
22707,스프리스
22708,트루본
22709,민윤개발
22710,상록웰가
22711,현진에버빌
22712,킴앤코투자개발
22713,대원산업개발
22714,태남메디코스
22715,선진정공
22716,동방메디컬
22717,온
22718,천일테크
22719,엠엠티에스엠
22720,올소테크
22721,포항융합티앤아이
22722,케이디환경
22723,협성건업
22724,부산그린에너지
22725,성훈건설
22726,녹원메디칼(주)서울지점
22727,형제기계공업
22728,경기산업(주)아산공장
22729,농업회사법인제이디팜
22730,케이에이치컴퍼니
22731,엘림하우스
22732,루밍
22733,웰스어드바이저스홀딩스
22734,엘엔에스개발
22735,동연엘시엠
22736,엠피온
22737,민정앤컴퍼니
22738,모닝그레이스
22739,코리아오토텍
22740,케이에스팜
22741,시티콘즈
22742,안강건설
22743,신흥
22744,남원터보원
22745,금상
22746,파라뷰스테이
22747,베스틱
22748,이도헬스케어
22749,자영에너지
22750,큐로드
22751,올림플래닛
22752,메이크스타
22753,정호비앤씨건설
22754,휴먼스테이
22755,유로라인글로벌
22756,신선피엔에프
22757,데상트글로벌리테일
22758,엠케이미디어
22759,브이에이디인스트루먼트
22760,터보윈
22761,세종엔에스호텔
22762,켐이
22763,청양해운
22764,우리들하이텍
22765,성산산업개발
22766,제이제이홀딩스
22767,빛고을중공업
22768,치평마린레져
22769,쉰들러엘리베이터광주지점
22770,쉰들러엘리베이터청주지점
22771,쉰들러엘리베이터대전지점
22772,아이케이(청주지점)
22773,에어텍
22774,태진정공충주지점
22775,제이케이링커스
22776,다안산업개발
22777,맬콤인터네셔널
22778,디엠앤씨
22779,포프리
22780,펜탑
22781,성현물류
22782,티이엠씨
22783,에이치에스바이오
22784,디앤씨에셋
22785,폴라리스마린서비스
22786,금양도시개발
22787,씨엠관리신탁
22788,레오포즈
22789,홍도야지
22790,임오산업김포지점
22791,삼주이엔지(주)부산사무소
22792,삼일감정평가법인(주)경남중부지사
22793,삼일감정평가법인(주)경인지사
22794,솔리드이엔지창원지사
22795,태영피씨엠익산공장
22796,태영피씨엠전남지사
22797,코리아팀버이천지점
22798,세창이엔텍아산지점
22799,베르아델인재개발원
22801,에스앤제이스페이스
22802,비아생명공학
22803,매드업
22804,한성아시아개발
22805,천우산업개발
22806,에스엠엘제니트리
22807,텐핑
22808,탐스에이치엔디
22809,에스제이원
22810,글랜우드프라이빗에쿼티
22811,화천대유자산관리
22812,이케이에너지
22813,이지스틸넷
22814,파크엠
22815,홍익종합건설
22816,티피피
22817,세나테크코리아
22818,거홍건설
22819,오성주택건설
22820,유코
22821,다온이엔지
22822,삼현건설
22823,리드커리어
22824,인산에프씨
22825,제이엔비개발
22826,에스에이치플러스
22827,미래아이앤씨
22828,다온신개발
22829,동의건설
22830,호텔라온제나
22831,세진판넬
22832,휘닉스테크
22833,금강에스티피
22834,신라이노텍
22835,에프에프지디엠씨
22836,상원디엔시
22837,명재디엔씨
22838,넥스푸드
22839,에코패밀리호텔
22840,루스톤
22841,온더보더코엑스도심공항점
22842,이은재어학원
22843,모닝글로리중앙대점
22844,부자되세요창고43브이아이피점
22845,동양산업(주)직영신태평주유소
22846,연합진흥고성공룡나라(하남)휴게소
22847,다온어패럴
22848,새한인베스트먼트(주)갓포요코모리
22849,윙스풋코리아(지점)
22850,비츠
22851,키친보리에_서초지점
22852,대신석유(주)대우주유소
22853,엘앤티렉서스(주)등촌지점
22854,이은재어학원
22855,에이아이더뉴트리진
22856,씨앤에이치프리미어렌탈(주)전주지점
22857,참존오토모티브부산지점
22858,육육걸즈
22859,아이큐웰(명동역지점)
22860,하프
22861,선진오토
22862,조원에프앤아이지점
22863,연합진흥고성(통영)주유소
22864,세루대구중앙지점
22865,서주모터스
22866,한웅레포츠(주)서면점
22867,파고다아카데미대연2지점
22868,카리스
22869,키다리식품(주)곡성(순천)휴게소
22870,새서울석유동판교
22871,뱅뱅어패럴충북점
22872,타이어나라강남지점
22873,파스텔
22874,은산티아이지점
22875,청암클릭샤시구미지점
22876,뉴월드이도점
22877,풋마트코리아여수점
22878,코브인터내셔날서울지점
22879,그린조이괴정점
22880,유엔에이치인터내셔날
22881,와이케이동그라미영통지점
22882,보부하이테크(지점)
22883,군포종합폐차장
22884,평화장갑무역
22885,신한에디피스비와이씨평촌점
22886,피자알볼로대치직영점
22887,서호메디코
22888,유원미트코리아
22889,피자알볼로문래직영점
22890,판타지움
22891,새서울석유세종
22892,소모석유뉴장유주유소
22893,경원건설호텔노아
22894,명정보기술(수원지점)
22895,늘솜
22896,코콤텍골든서울호텔
22897,화성알피시
22898,명장홍종흔
22899,마레보
22900,꼬끼오전곡2지점
22901,이바인교육
22902,미래패션
22903,메디안스부산경남지사
22904,디씨아이해운대지점
22905,한국쓰리축장성지점
22906,축산법인팜
22907,제우스
22908,씨엘텔레콤
22909,에이덴
22910,삼호에너지행복나라주유소선재지점
22911,미트리
22912,에스에스엘케이에이치
22913,신화상사(주)성원주유소
22914,뷰티르샤천안지점
22915,대현하이웨이티라이트휴게
22916,러쉬코리아이태원2호점
22917,제주케이라인
22918,플랜에스앤디
22919,투비네트웍스글로벌
22920,화신홀딩스
22921,아가페출판사분당지점
22922,더블유아이콘
22923,곰소식품
22924,인아트오포직영점
22925,케이엠홀딩스
22926,삼호에너지파주아울렛주유소현재지점
22927,무진유통안산점
22928,꼬끼오백석지점
22929,오런
22930,혼디축산
22931,학산서종지점
22932,학산광화문지점
22933,바이오시스벌곡(하)주유소
22934,바이오시스오창
22935,아트샵모터스
22936,레이크인경기지점
22937,더리본(주)더파티해운대지점더파
22938,엔터식스상봉점유니클로
22939,동양실업해외관광석암지점
22940,신화상사(주)신화일산햇살주유
22941,커피스미스에프씨(주)종로
22942,놀부놀부부대찌개앤철판
22943,제닉스크리에이티브
22944,디에스디엘
22945,동림석유산업(주)영남지점
22946,커피에반하다
22947,메디안스대구경북지사
22948,비티알
22949,타이어나라상무지점
22950,뷰티르샤춘천지점(엠비씨아카데미뷰티
22951,그린조이대전중동점
22952,티웨딩
22953,썬에너지
22954,동원산업
22955,라오가닉
22956,인타이어모터스서비스센터
22957,유앤미팜
22958,자연에너지
22959,지아이티아카데미대구지점2
22960,인아트강남지점
22962,슈퍼마켓크리에이티브
22963,삼화인쇄(주)을지로사업소
22964,더리본(주)더파티김해점
22965,뱅뱅어패럴서창점
22966,갓텐코리아갓텐스시신사점
22967,꼬끼오선유지점
22968,서안오토모티브
22969,더리본더플래너지점
22970,헥토헬스케어
22971,비전오토모빌
22972,봉구통상일산점
22973,씨앤에이치프리미어렌탈(주)인천지점
22974,가나축산물유통
22975,건우메탈
22976,공단레미콘청주공장
22977,동양환경서산지점
22978,농업회사법인신선미세상친환경급식사업법인
22979,라컴텍천안지점
22980,아로시코리아
22981,주촌선천지구사업단
22982,신성하이텍
22983,지민산업
22984,고위드
22985,어니스트펀드
22986,더스타일컴퍼니
22987,연세에코에듀
22988,제주원
22989,비젼유통
22990,한국다원호간보
22991,사우스게이트하스피탤러티
22992,오피지지
22993,아데스
22994,가인행복
22995,에스케이코리아
22996,케이테크놀로지
22997,나라피씨
22998,케이비아이모다
22999,디와이메탈
23000,다올지앤씨
23001,아이티
23002,건우컴퍼니
23003,엔에이치인터내셔널
23004,이로재
23005,에스앤이에너지
23006,대진아이엔티
23007,엔에이치유통(주)하휴게소지점
23008,누리엔지엔지니어링(주)서울지점
23009,만희기전
23010,인스팅터스
23011,모아에이엔씨
23012,패스트파이브
23013,와우플랫폼유니버스
23014,피플펀드컴퍼니
23015,에스지씨에이
23016,엘아이
23017,아라트라움건설
23018,대부
23019,바론
23020,시흥매화산단개발
23021,피에스테크
23022,에이치씨인터내셔널
23023,엠시티개발
23024,신보문관광
23025,한에스비
23026,무지개약품
23027,항도렉스콘
23028,아이언모터스부산
23029,티에스에너지25호
23030,일등코리아
23031,와이제이씨
23032,청산물산
23033,자연라이프
23034,디엔아이코퍼레이션
23035,더파인피엠씨
23036,에이치아이건설
23037,중경
23038,에프알에너지
23039,파인솔루션
23040,드림시티건설
23041,동기피엔아이
23042,신창오토모빌
23043,신동양기업
23044,베스안하우스
23045,세진레미콘
23046,더부산오토갤러리
23047,키모코리아
23048,한단정보통신
23049,에프엠제이인터내셔날
23050,에이팩스톤
23051,아이피씨원주피에프브이
23052,데뷰월드와이드
23053,참좋은글로벌
23054,제이엔씨파트너스양산
23055,와이지플러스개발
23056,엔에이에프
23057,에스에이치디
23058,새한비젼컨소시엄
23059,미성코스메틱
23060,코리아산업개발
23061,대도산업건설
23062,디엠이
23063,제이에이치더블유
23064,닥터애그
23065,지유앤
23066,동이피엠씨
23067,김해대동첨단산업단지
23068,서영산업개발
23069,피앤씨솔루션
23070,청담건설
23071,서호
23072,아이벡스메디칼시스템즈
23073,워시스왓
23074,올뉴하우스개발
23075,하나스테이제1호위탁관리부동산투자회사
23076,에프앤비
23077,케이원디
23078,베가
23079,흥진베가디앤씨
23080,신유개발
23081,에스엠그룹
23082,준디엔씨
23083,블랙큐브
23084,성진개발
23085,미강건업
23086,비전
23087,한결
23088,안국산업
23089,선명산업
23090,대우컴프레셔
23091,보담인천안
23092,군월드건설
23093,백상엠디에이
23094,티에스산업개발
23095,정림건설
23096,썬테크
23097,도경개발
23098,성동산업
23099,아이엔퍼스픽
23100,전북고속
23101,뉴시티개발
23102,캠프통
23103,매트프라자인천공장
23104,창용금형화전공장
23105,오트리푸드빌리지
23106,여우미
23107,두미르마을
23108,에스엠금거래소
23109,비이케이컴퍼니
23110,산하이앤씨
23111,에스티엔인포텍
23112,블루엠텍
23113,플라즈맵
23114,스트락스파트너스
23115,영광홀딩스
23116,더리얼산업
23117,지사글로벌개발
23118,창영종합건설
23119,재승
23120,금양개발
23121,원컨덕터지점
23122,한맥아이피에스
23123,선진로지스틱스(주)평택지점
23124,레드페이스홈플영통점
23125,일상의친구
23126,푸드장
23127,거묵개발
23128,한국물산
23129,정진기공
23130,어반어스
23131,온리스타일
23132,보현
23133,메이플
23134,인투셀
23135,본경대
23136,청운건설
23137,에이하에이
23138,시티이노베이션
23139,아주오토리움
23140,동아전장(주)음성이공장
23141,윤준에스티
23142,파이온일렉트릭
23143,판토스홀딩스
23144,울진풍력
23145,인천도화공공임대위탁관리부동산투자회사
23146,아이오앤코코리아
23147,인천도화뉴스테이기업형임대위탁관리부동산투자회사
23148,동행물산
23149,디마코코리아
23150,오버맨
23151,코비마운틴
23152,태강종합건설
23153,동방코스메틱
23154,호미곶포항강군
23155,태성디앤에스
23156,남이
23157,수지미래도시개발
23158,아이피아이테크
23159,제이에스케이엠
23160,와이티홀딩스
23161,경주용강프로젝트금융투자
23162,율곡테크노밸리
23163,태린건설
23164,한진에셋
23165,김해대동첨단산업단지사업관리단
23166,대원산업개발
23167,신우중공업(주)함안공장
23168,유니
