,기업명,휴폐업발생일자
5223,세원푸드,20191231
5224,배상면주가양재지점,20200312
5225,배상면주가을지로지점,20200310
5226,한서회계법인구로지점,20181210
5227,체리픽웍스,20201007
5228,옥수이앤지,20210408
5229,에이치스퀘어어낼러틱스,20191227
5230,신한제3호기업인수목적,20200108
5231,플러스티브이,20211231
5232,반석종합건설,20200610
5233,농업회사법인산내로컬푸드,20211230
5234,다한,20211220
5235,이안,20201130
5236,인사이드케이알,20200131
5237,디티알프레스,20210401
5238,탑스킨,20211231
5239,보성녹돈푸르네,20201105
5240,에프앤원,20191125
5241,비앤엘트레이딩,20220728
5242,엠앤엘테크,20191102
5243,메롤코리아,20220531
5244,그린일렉,20210622
5245,오션컨넥트마린피티이엘티디,20201130
5246,카오스아이,20210607
5247,이비즈타운용산지점,20190630
5248,와이케이동그라미녹번지점,20211215
5249,애니텍,20210430
5250,아르젠,20220318
5251,에스알산업,20210430
5252,트라비스엘리베이터,20181231
5253,부신물류,20200630
5254,비비드플래닛,20210930
5255,문피아투자목적회사,20220428
5256,광개토종합건설,20210531
5257,케이에쓰푸드,20211209
5258,썬케이,20190808
5259,시나브로사회적협동조합,20201008
5260,그린에스티,20210916
5261,삼익티에이치케이(주)안성공장,20200909
5262,세종에스엠에스,20190131
5263,대려인터내셔날평택지점,20210430
5264,세종에스엠에스이스트밸리,20200131
5265,세종에스엠에스세라지오지점,20190131
5266,파주농산물,20210228
5267,세종에스엠에스비전힐스,20200131
5268,와이케이동그라미별내지점,20201130
5269,에스지엔지안산지점,20190701
5270,세종에스엠에스화산지점,20190131
5271,에이아이이엔지,20210701
5272,프라임디엔씨,20190425
5273,은광롯데동대문피트인지점,20201231
5274,동미화학공사,20211222
5275,세종에스엠에스한국관광용품센타지점,20210101
5276,큐베컨(주)포항지점,20200522
5277,마리진알로하테이블청담점,20190620
5278,디노스세실(영업소),20210430
5279,은광석촌지점,20201231
5280,벨에어인베스트먼트,20191202
5281,에이치엘비제약(주)춘천지점,20210708
5282,유디코디앤씨,20190610
5283,어업회사법인(주)추자도오름수산,20211207
5284,원익쿼츠강릉공장,20190628
5285,만성디앤씨,20220117
5286,농업회사법인영푸드,20200114
5287,덕심,20200506
5288,친환경식품,20201120
5289,월드코리아,20200331
5290,모노리스,20190331
5291,뉴프라이드코퍼레이션,20200630
5292,포틴네트웍스,20201125
5293,룡호인터내셔널엘에이치아이,20200226
5294,헥스코,20211231
5295,경원알미늄,20210824
5296,와이케이동그라미일산화정지점,20211215
5297,대왕,20210630
5298,휴먼스틸,20200912
5299,아트패브릭,20181231
5300,영진글로벌(주) 포천공장,20201231
5301,코레일관광개발(주)중소기업명품마루광주역점,20190101
5302,하이오토클럽,20190924
5303,더블유에스아이,20201116
5304,씨원,20210101
5305,새벽영농조합법인,20210222
5306,우리들식품농업회사법인,20220228
5307,와이케이동그라미레피리움행당지점,20211215
5308,더베일리하우스논현점,20210627
5309,다상,20201231
5310,혁신영강종합건설,20210825
5311,와이케이동그라미포천송우지점,20211215
5312,선진피앤비,20200630
5313,코레일관광개발(주)중소기업명품마루동대구역점,20190101
5314,부경종합건설,20220510
5315,에이앤에이치,20201231
5316,네비엔대구사업소,20190315
5317,메탈브릿지,20191231
5318,웨스트우드피에프브이,20190422
5319,코레일관광개발(주)수원역점,20190218
5320,케이디케이,20191231
5321,동광명품도어광주지점,20220630
5322,엠티에스,20211101
5323,아이레이더,20200531
5324,에이엘오(주)구로지점,20200331
5325,몽고식품(주)부산영업본부,20190802
5326,대유홀딩스상대원지점,20190417
5327,파인에이치에프(주)함안지점,20210731
5328,비아이디씨(주)웅동지점,20191231
5329,이마트위드미스타필드하남직영점,20200331
5330,나름티에스,20200918
5331,티에스이엔씨,20210430
5332,바이오플러스(주)대전지점,20190630
5333,범진아이엔디(주)안성지점,20191018
5334,와이케이동그라미미아지점,20200923
5335,채선당자연한그릇샤브앤한식샐러드바,20201231
5336,삼원절연구미지점,20211227
5337,엠피씨라이프,20210818
5338,라움,20200820
5339,코레일관광개발(주)강빛마을펜션,20190116
5340,로쉬용인지점,20200930
5341,와이케이동그라미레피리움목동지점,20220319
5342,목화주택,20201229
5343,태려에프앤비,20210723
5344,넥스코종합건설,20200914
5345,일양산업(주)김해지점,20200323
5346,동림아스콘앤레미콘 신풍지점,20210702
5347,고려제화,20210709
5348,알로하테이블판교점,20200608
5349,미래디앤디,20211231
5350,와이케이동그라미레피리움장안지점,20201231
5351,와이케이동그라미강동지점,20211215
5352,큐철원지점,20200525
5353,핵스테이크신세계인천점,20181231
5354,에스투원,20201025
5355,수지홀딩스,20200731
5356,로딩,20201203
5357,대웅이앤씨,20200713
5358,필셉,20200630
5359,서우하우징,20201231
5360,미승전기,20210602
5361,알엔에스,20220404
5362,조이핀,20201015
5363,마크원인베스트먼트,20211201
5364,미디어튠,20210930
5365,에코앰넷,20220103
5366,네이처리사이클,20210630
5367,태금,20190702
5368,프라임제이이앤씨,20220228
5369,리텍인터내셔널,20211231
5370,타이키인베스트먼트,20191106
5371,비버스팩토리,20200323
5372,현종합건설,20200730
5373,태백연탄,20210622
5374,상미,20200630
5375,비아이,20190930
5376,제이와이산업,20200728
5377,신원하이텍(주)칠곡지점,20200211
5378,더화이트넷,20210331
5379,리슨소프트,20191106
5380,폴라게임즈,20220305
5381,비지에프포스트,20191119
5382,대신코리아,20201231
5383,창조이엔지,20200428
5384,알엠테크,20191202
5385,성호정보통신,20200313
5386,중경디앤씨,20210630
5387,대성제휴,20220211
5388,로얄라이프,20210414
5389,엔제이,20201217
5390,대지,20220111
5391,케이엔코리아엘지잠실야구장지점,20190630
5392,케이엔코리아한밭야구장점,20190630
5393,더릿지354,20200731
5394,코바치영등포점,20200326
5395,마스턴제20호신사피에프브이,20210611
5396,유아이시티,20220531
5397,스토리앤브라더스,20220406
5398,엠제이브로스,20201231
5399,해경건설,20201231
5400,다우펀다,20220331
5401,은성이엔디,20220331
5402,비씨에이치푸드,20201127
5403,농부마을,20201231
5404,네임북스,20210322
5405,빌트모아순천풍덕점,20211231
5406,빌트모아영등포점,20210331
5407,빌트모아울산점,20200331
5408,빌트모아연수점,20220630
5409,빌트모아서수원점,20220630
5410,빌트모아원주점,20210630
5411,빌트모아청라점,20211231
5412,온담디앤씨,20191231
5413,비엘아이디어,20210228
5414,바로내츄럴,20210430
5415,카이티스로보틱스,20201130
5416,삼원피엔디,20210630
5417,한림오토텍,20200831
5418,대영알앤씨,20220331
5419,금축,20200930
5420,글로에듀,20210913
5421,대상기전,20211201
5422,스마트캐노피,20211111
5423,행복한시간,20200930
5424,나노큐앤티,20220331
5425,상보,20201231
5426,파이어니,20201210
5427,현대중공업건설기계진주판매,20201231
5428,성지티앤엠,20190225
5429,케이엔제이미트,20211231
5430,한국대농농업,20201006
5431,세교텍,20211230
5432,정우씨앤디,20220701
5433,아이노리,20210731
5434,대신밸런스제4호기업인수목적,20200106
5435,스타릭스,20220110
5436,마스턴제22호에스비7피에프브이,20191120
5437,마스턴제21호에스비9피에프브이,20191120
5438,비케이건설산업,20220721
5439,아성수출포장,20201231
5440,이너링크랩,20210331
5441,신대덕시스템,20211231
5442,예원개발,20211007
5443,성광포장산업,20210818
5444,엔케이합금메탈,20210405
5445,에이치엠,20200601
5446,코웍시스,20220323
5447,대정기계(주)음성지점,20200914
5448,다드림식자재유통,20220512
5449,엔에프씨,20220503
5450,농업회사법인과일뱅크,20211207
5451,포원,20210731
5452,호재종합건설,20210531
5453,글로벌라이프플랫폼,20220630
5454,맥스코프,20210811
5455,깃플,20210901
5456,베인베,20210401
5457,더불어산림,20201231
5458,피씨퍼니처,20201203
5459,퓨처네이처,20200901
5460,티원엘이디,20191231
5461,바인인터내셔날리김밥부산롯데본점,20210430
5462,유항패키지,20210614
5463,네오캡,20211231
5464,브루킹스하이츠밀,20191231
5465,팬아시아세미컨덕터서비스,20220728
5466,동방성덕코리아,20211101
5467,한성씨티,20201231
5468,삼인푸드,20200731
5469,제이에스데코,20220622
5470,대영건설,20200827
5471,디섹로지스틱스,20200229
5472,세원산업청주지점,20190331
5473,그린로터스,20210331
5474,말랑,20210101
5475,한화에이스기업인수목적3호,20200324
5476,국제콤프레셔,20211231
5477,사라,20210531
5478,더패브릭,20200211
5479,토탈환경,20201215
5480,시영종합건설,20211130
5481,케이제이하이테크,20200727
5482,온리투어,20201120
5483,신성산업개발,20210614
5484,에이치피피포천공장,20190930
5485,와이케이동그라미레피리움마포지점,20211215
5486,일승,20201027
5487,빛과소리,20220228
5488,재이앤제이,20190604
5489,비젼종합관리,20220725
5490,동인인터내셔날,20211230
5491,호연이엔지,20190410
5492,김포한강주택위탁관리부동산투자회,20191204
5493,인화푸드,20211001
5494,경인산업,20201201
5495,삼진식품,20200813
5496,우드맥스,20190801
5497,갑인정보기술,20210731
5498,강인,20211231
5499,오하바이오텍,20211231
5500,성광에어테크,20200725
5501,비젠,20210705
5502,넥스플레이,20210730
5503,씨앤씨해운,20191210
5504,남경엔종합건설,20220331
5505,글로벌스틸,20190812
5506,쌀알,20210419
5507,한일페이퍼,20210429
5508,범양공조산업(주)화성지점,20201231
5509,에이피알패션,20210712
5510,미래에셋대우기업인수목적1호,20200413
5511,태거스,20220506
5512,명품세탁,20220602
5513,제이비지트레이딩,20201026
5514,테바,20210518
5515,아이비엠이노베이션,20220430
5516,나목문화재보존,20201118
5517,두양테크,20200817
5518,영광산업,20220228
5519,뉴트럴펀드,20210930
5520,윈스,20211130
5521,베리잼컴퍼니,20200305
5522,대륜엘리스,20220609
5523,엠엠엘에이시시,20210630
5524,와이케이동그라미안양지점,20211215
5525,대명국제여행사,20201231
5526,준연테크,20211231
5527,밀스톤,20191231
5528,미래씨앤씨,20191231
5529,삼주,20220731
5530,한호,20200428
5531,대신방재시스템,20200824
5532,케이엘바이오,20211225
5533,해밀코퍼레이션,20200630
5534,더이후,20210831
5535,큐링,20220110
5536,마게바이앤씨,20220531
5537,타일런트스타,20220531
5538,에버그린이엔지,20201231
5539,한울엠티에스,20201231
5540,삼광솔라,20201126
5541,다이아몬드스타,20210430
5542,케이씨글로벌홀딩스,20190930
5543,케이알솔라,20211123
5544,루미너스,20220125
5545,프라임넘버투,20200131
5546,가평상사,20211231
5547,목동피에프브이,20210713
5548,한국블록체인,20220216
5549,트러스에이제11호위탁관리부동산투자회사,20200131
5550,오토이글로벌,20201231
5551,닥터워런티,20200612
5552,지에이치씨,20220331
5553,다세움건설,20201231
5554,자임푸드,20211229
5555,더내추럴코스메틱,20210514
5556,골든베이,20211231
5557,성일수산,20210712
5558,크로바시스템,20210624
5559,경남항노화,20210730
5560,우노디앤씨,20211231
5561,리비노,20211231
5562,설록삼,20200706
5563,미앤산업,20200630
5564,코람코가치부가형리테일제3호위탁관리자부동산투자회사,20210826
5565,코어다,20220614
5566,지원플렉스,20210930
5567,스마트원,20201231
5568,비에스바이오테크,20210518
5569,건양테크,20220615
5570,좋은일컴퍼니,20201026
5571,사회혁신교육원 협동조합,20210908
5572,제이와이에이치이펙트,20201031
5573,피케이풍력,20210216
5574,대성엔지니어링,20220517
5575,욱빈아이디종합건설,20220531
5576,벅스박스,20210312
5577,기륭이엔지,20220331
5578,케이터링서비스파트너,20201103
5579,코크렙제40호기업구조조정부동산투자회사,20220630
5580,히어로네이션,20220128
5581,비앤엔코스메틱스,20210701
5582,아이디컴퍼니,20210630
5583,스마트파워솔루션,20210131
5584,엠에이치파트너스,20211025
5585,화인텍피앤씨,20191129
5586,에듀십컨설팅,20220430
5587,미래우드,20211230
5588,휴잇,20200731
5589,코비카,20220402
5590,케이비김포로지스틱스기업구조조정부동산투자회사,20200114
5591,더조은컨설팅,20220731
5592,동광명품도어비산공장,20220430
5593,비원테크,20200214
5594,맥스틸,20220629
5595,경성알엔티,20211231
5596,꼼바어페럴,20201231
5597,윤진메디칼,20210331
5598,건일설비배관,20190730
5599,세종건설산업,20201031
5600,다원산업,20190331
5601,혜원이엔지,20200406
5602,제이디건설,20211231
5603,상원시스템,20200430
5604,마시짐송도트리플스트리트점,20201031
5605,한국뷔르트(주)하남,20190630
5606,링코제일경주한수원점,20201231
5607,케이에코텍,20201006
5608,와이티티,20200623
5609,저전메탈,20210525
5610,세라크라,20210131
5611,드림컴퍼니,20210331
5612,하나비엠에스,20220627
5613,대한사업(주)부산공장,20210331
5614,엘리움산업개발,20210205
5615,써니스마트제육차,20201216
5616,큐나인트레이딩,20201005
5617,글로넷트랜스,20190704
5618,새롬디자인,20211227
5619,김포양곡주택위탁관리부동산투자회사,20210625
5620,픽스톤,20210331
5621,들과산,20211124
5622,산들약품,20211220
5623,삼손,20211210
5624,세양,20190829
5625,에스와이이엔지,20191211
5626,와이에이치홀딩스,20191227
5627,스페이스캔버스,20200629
5628,발드르코리아,20210618
5629,뉴스큐브,20210831
5630,큐피엠,20210630
5631,다경모터스,20201031
5632,태성공업,20200731
5633,리움건설,20220718
5634,동우스틸,20210228
5635,제이제이에프,20201231
5636,성림개발,20210602
5637,모악엔지니어링고흥지점,20190630
5638,디에이치종합개발,20210531
5639,베어인더주피에프브이,20200602
5640,코람코가치부가형리테일제4호위탁관리자부동산투자회사,20211019
5641,신성티엔,20211231
5642,리프이엔지,20210302
5643,조양미네랄,20211220
5644,충청콘크리트,20200630
5645,예린건축,20200731
5646,송도에이투피에프브이,20211015
5647,코람코가치부가형리테일제1호위탁관리모부동산투자회사,20211029
5648,에이알에이글로벌리츠제1호위탁관리부동산투자회사,20210428
5649,대광산업,20210930
5650,에이치앤에이치코리아,20220629
5651,스타비전카린,20190131
5652,닥터슬라이드,20201222
5653,데니앤씨씨컴퍼니,20210531
5654,대한엠알오,20211208
5655,맥킨리에스엔티,20201221
5656,알리앙스슈트,20220630
5657,수성포장,20191129
5658,프리모,20190630
5659,영주테크,20210131
5660,한주,20200210
5661,진용,20200611
5662,무궁한강압구정점,20201104
5663,안센코리아,20201102
5664,케이피엘팜,20211231
5665,버전알,20200403
5666,더컴퍼니그룹,20220630
5667,에스제이유앤아이,20200131
5668,히든트랙,20220114
5669,모아프린텍,20210331
5670,에이에스에이피테크,20210730
5671,한국놀이교육협회,20220501
5672,한세테크,20200806
5673,한국기업금융대부,20220218
5674,건호물산,20211208
5675,케이피내츄럴,20191001
5676,더가락,20210419
5677,에스앤제이,20210630
5678,운석,20200428
5679,프레드앤코,20211231
5680,양주옥정4차주택위탁관리부동산투자회사,20210428
5681,원에스앤티,20200904
5682,원탑건설,20211130
5683,이레산업,20210915
5684,스퀴즈펍,20220629
5685,코나,20210831
5686,스타트잇,20220523
5687,현진건설산업,20200605
5688,더청남,20210607
5689,온유로지스,20220131
5690,캣글루,20210630
5691,엔터핀,20220531
5692,약암홍염천관광호텔,20210831
5693,샘쿡,20220614
5694,에스제이특수강,20200811
5695,렌트플러스,20191231
5696,두성코프레이션,20220630
5697,코리아텍,20201221
5698,청미,20210930
5699,토탈테크놀러지,20211025
5700,윤석,20210907
5701,에이블이노베이션,20200727
5702,쎄니트해운대지점,20200626
5703,소마시스템김해지점,20210419
5704,세븐플로어,20210710
5705,어싱플러스,20200831
5706,더식스데이,20211229
5707,금형알테크,20211020
5708,태광,20210228
5709,에이에스에스케이알원,20200630
5710,다원미트,20200930
5711,스티모,20200331
5712,빅프라임투어,20211130
5713,세기네오텍,20211231
5714,따스한,20210930
5715,제이에이치푸드,20210630
5716,엘앤씨글로벌,20201231
5717,대산지에스,20200611
5718,데일리펀딩대부,20211115
5719,한경희,20211231
5720,세진디에스,20220630
5721,대성푸드,20191203
5722,루나유엑스,20210324
5723,엔에스코리아앤이탑,20211231
5724,송연건업,20201210
5725,비앤아이,20210331
5726,성한철강,20211231
5727,거상종합,20210226
5728,대박사,20190527
5729,마인드크립션,20190630
5730,에이지리테일,20220318
5731,215맨션,20211231
5732,에스엘엘게임즈,20191231
5733,태윤유통,20200506
5734,에스엘피,20210331
5735,명보산업,20220630
5736,선테크,20210225
5737,세명에프에이,20200821
5738,하이첸,20211124
5739,한성자동차,20220516
5740,호산,20210308
5741,협화전기공업(주)안성지점,20190601
5742,원탱크터미널,20220518
5743,오비탈,20201231
5744,율미트,20210709
5745,삼육오푸드,20210322
5746,보성이엔지,20200716
5747,마커스코리아,20200725
5748,진명테크,20220527
5749,라티오,20200406
5750,솔라브리지대부,20220726
5751,기품한우,20211102
5752,베스틴마인드,20210910
5753,성진건설산업,20220413
5754,재미코리아,20210331
5755,후픽,20220302
5756,광성알텍,20201126
5757,승연테크,20191231
5758,럭스코리아,20201231
5759,새마음,20220415
5760,티아이에프,20220505
5761,블루문캐피탈쇼셜대부,20210630
5762,해성푸드,20210315
5763,미래로유통,20191231
5764,티지이앤이,20211231
5765,앨리스퀘어,20200716
5766,로쉬스타필드코엑스몰지점,20200601
5767,비투파트너스,20200915
5768,코디,20201012
5769,유신,20220602
5770,길목,20210122
5771,슝마오투어,20190521
5772,세우,20200831
5773,에스씨피기술,20220329
5774,배스트,20200617
5775,평안,20220331
5776,대륜코브라더스피에프브이,20210630
5777,거창푸드,20220208
5778,케이비죽전알앤디센터위탁관리부동산투자회사,20200330
5779,테라피웍스,20200930
5780,와이케이헤센,20210826
5781,에스엠산업안전,20211231
5782,제이웰그린,20200131
5783,워텍,20210930
5784,플레이세븐,20211231
5785,북극성여행사,20210708
5786,닷투비,20210121
5787,올프스,20220121
5788,뮤로엔터테인먼트,20220722
5789,에이스안전산업,20200605
5790,에이치제이,20200205
5791,유창,20220601
5792,창덕알씨,20211231
5793,다모아관리,20200630
5794,바른공방,20200731
5795,디자인까사,20200612
5796,와이영암마트방림점,20210517
5797,에스제이디개발,20200930
5798,수라움건설,20201125
5799,엠제이글로벌,20200907
5800,오에이치,20200309
5801,에이치케이인터내셔널,20210630
5802,한화에이스기업인수목적4호,20201013
5803,업스페이스,20210806
5804,오앤영인터내셔날,20220406
5805,쏘시오리빙,20211201
5806,엘투케이,20200318
5807,지의소프트,20210630
5808,이지,20220420
5809,일우산업,20201121
5810,선진환경,20211031
5811,지광창호,20211026
5812,누리홀딩스,20200331
5813,은성메디텍서울지점,20210831
5814,엠지플러스,20210131
5815,파르,20200625
5816,캐럿플랫폼,20210930
5817,보우,20220415
5818,디엔제이컴퍼니,20201013
5819,블루진라이프사이언스,20201230
5820,태영이엔지,20220211
5821,타이소,20220222
5822,킹모터스,20210630
5823,굿헬스케어,20210731
5824,온누리식품,20200615
5825,제이피바이오지,20210504
5826,용주건설,20190930
5827,에스엠종합건설,20200528
5828,리더스코스메틱,20181231
5829,파이브핑거,20210630
5830,육첩반상신세계경기점,20210731
5831,정산티비엘,20211001
5832,위클리웨어,20210901
5833,오월한시,20210731
5834,이투비플러스,20210630
5835,이도티앤씨,20220630
5836,골드라이너,20201031
5837,소원,20220530
5838,경영에너지,20200930
5839,와이제이정공,20201231
5840,아름물류,20200725
5841,미뇽,20211031
5842,마루누어,20210630
5843,명진산업,20210831
5844,현대기업아산지점,20200229
5845,문화감성아츠,20210503
5846,농업회사법인미루,20200414
5847,베델씨푸드,20220630
5848,제이씨아이,20201231
5849,한국제6호기업인수목적,20201031
5850,에이다스원,20210630
5851,젠타팜,20220608
5852,채운건설,20210501
5853,가인산업개발,20220331
5854,비스코,20211201
5855,델리스,20200331
5856,건영공업,20211231
5857,중부기업앤효경,20210731
5858,진연,20210930
5859,싸이펨,20211231
5860,제이비하우징,20201014
5861,세림하이테크,20210316
5862,지바이오팜,20200723
5863,지에스타이어,20200416
5864,제이에스더블유,20201231
5865,세가프레도뚝섬점,20201230
5866,신해다산제일차,20210419
5867,신테시스,20200531
5868,더원코퍼레이션,20200918
5869,농업회사법인원진,20210120
5870,쓰리에스테크,20210504
5871,범호,20210623
5872,해태건설,20210615
5873,에스엘테크,20220630
5874,안나랩,20210208
5875,제천,20220105
5876,에스지티코리아,20211111
5877,탑푸드,20211130
5878,와이케이건설,20210415
5879,위페이소프트,20200313
5880,하동식품,20220630
5881,팩토리샵,20211231
5882,알비엔,20210707
5883,지오센스,20201012
5884,구구트레이딩,20201222
5885,진메디카,20210621
5886,하이에스텍 정읍지점,20200630
5887,맨필름,20220601
5888,스트리스,20211231
5889,우리들조경,20200630
5890,팬덤패브리케이션,20220210
5891,영성스틸,20200331
5892,황태회관1번지,20211231
5893,파파플랜트,20220510
5894,태호솔라,20210531
5895,퓨어에너지,20211031
5896,디알모터스,20211026
5897,성진시스템,20200501
5898,광성이엔지,20200901
5899,지에스컬레이터,20210731
5900,케이씨에스무역,20200323
5901,솔트룩스파트너스,20220331
5902,홀로홀릭,20210827
5903,트라,20220506
5904,티디에이치투,20201231
5905,다인아이티에스,20210915
5906,덕광,20191231
5907,동부종합개발,20220419
5908,피엠에스,20220330
5909,피제이에프앤비,20210812
5910,제이에스케미칼,20200122
5911,디벨리,20220630
5912,문모터스,20211031
5913,크린뱅크,20200430
5914,럭스콘,20211130
5915,세화,20210930
5916,에드오션,20200113
5917,대원메탈,20220601
5918,에이원무역,20191231
5919,씨엔클라우드,20210112
5920,에이지,20200825
5921,옥특허볍인,20211231
5922,라이트론(지점),20200731
5923,엘레자뷰티,20210225
5924,비온스원,20201023
5925,유명통상,20200123
5926,요마네토이,20200229
5927,루비콘삼십이프로,20200929
5928,비트링크,20210413
5929,용두6컨소유동화전문,20220221
5930,우호기술,20201110
5931,그린투유,20220515
5932,어빌리터즈,20220105
5933,트럼프,20210129
5934,심산주택건설,20200825
5935,예스365,20220329
5936,앤룩스,20220302
5937,케이힐스,20220630
5938,써니로직스,20200610
5939,고헬스케어,20211231
5940,그래그거,20200901
5941,서영건설,20210629
5942,티엔홀딩스,20200820
5943,비에프펀드대부,20211203
5944,동원그린통상,20220321
5945,효영종합건설,20210105
5946,영강,20201130
5947,발효예스,20220324
5948,건웅토건종합건설,20191216
5949,파보데이터랩 ,20191010
5950,연신기업,20210630
5951,씽크엔터테인먼트,20220331
5952,가노수,20210731
5953,에스에이전기조명,20200728
5954,아즈텍엘러먼츠,20210916
5955,아이엠알아이,20201103
5956,지원건설,20220731
5957,성우티앤피,20210930
5958,양호식품,20220103
5959,대한발전기술,20200929
5960,어업회사법인(주)제일비앤지,20201027
5961,미듀,20220519
5962,유니코스,20211021
5963,씨유에너지,20201231
5964,금미르,20211231
5965,에벤에셀산업,20191228
5966,해광산업,20220502
5967,피앤드엔,20200331
5968,정일코리아,20210331
5969,지앤비인,20211217
5970,리프트이십구,20210929
5971,경아수산,20211231
5972,비손레더월드,20200716
5973,커스텀아일랜드,20220119
5974,와이티씨컴퍼니,20201031
5975,아라앤푸드,20200113
5976,해성코리아,20200505
5977,로젠부산강서지점,20211231
5978,일점육일팔,20200922
5979,한국인베스트먼트뱅크,20220622
5980,아이가드,20210401
5981,케이엠안성,20200615
5982,선일에스엠티,20220131
5983,농업회사법인수푸드팜,20210702
5984,동호극동이엔씨,20200812
5985,탑클라쎄코리아,20220331
5986,아스카코퍼레이션,20200212
5987,에픽아카데미,20210430
5988,로그인어스,20200331
5989,솔케미칼,20211220
5990,대명레미콘,20210630
5991,진광아산지점,20190331
5992,오병푸드,20220630
5993,영일투어,20220607
5994,태일,20210618
5995,씨케이펙키지,20181031
5996,강성플랜트,20210331
5997,산너울,20211231
5998,한옥집김치찜인천공항제이터미널점,20220421
5999,제이플러스,20200531
6000,에스엔에이치솔루션,20201231
6001,유목상점,20200727
6002,티에스파워텍,20211231
6003,엘케이디오,20210615
6004,와우시스템,20200131
6005,다담컴퍼니,20211231
6006,정성,20210531
6007,육첩반상롯데백화점건대스타시티점,20220331
6008,크레스텍,20220228
6009,이네이처코리아,20200730
6010,조잇,20220218
6011,제이엠크리에이션,20211006
6012,오엔에스글로벌,20210928
6013,아이언박스,20210531
6014,블랙와이더,20210330
6015,한림,20211221
6016,파이널케이테크,20210630
6017,어업회사법인통통수산,20211031
6018,메디칼프렌드,20220531
6019,한주이엔지,20220531
6020,농업회사법인(주)이환푸드,20201231
6021,주은메탈,20220630
6022,태영이엔지,20210630
6023,만재수산,20200708
6024,나노글라스,20220630
6025,케이밴드,20200211
6026,대한명인세탁,20191114
6027,메이크메이커,20220314
6028,오투벤처스,20191231
6029,방호에스앤씨,20220507
6030,더원에스티,20210312
6031,오휘행신,20220712
6032,아가월드(주)제주지사,20200610
6033,윤앤지,20220502
6034,림아이앤씨,20220620
6035,레마인터네셔널,20190731
6036,체인지업,20210131
6037,아카스튜디오,20201231
6038,레이미디어,20220314
6039,다산지엔씨,20220610
6040,위메이드트리,20220331
6041,에스비원글로벌,20211005
6042,유유축산,20211231
6043,엠지에스푸드,20210624
6044,케이비,20220616
6045,메리트인터내셔널,20220630
6046,디에프이노베이션,20220221
6047,루키스코리아,20220126
6048,레터컴퍼니,20210504
6049,더블유프라임,20201231
6050,라보셀,20210224
6051,해시블록,20200630
6052,뉴서울국제여행사,20201231
6053,빌피쉬,20200526
6054,하랑무역,20201230
6055,밀리아고,20220624
6056,밸업네이처,20210716
6057,티와이테크,20220613
6058,후,20210930
6059,와이에스건설,20220131
6060,케이에이레저,20201224
6061,주목씨지알,20190630
6062,블루오션,20220726
6063,한국제칠호기업인수목적,20210423
6064,비라인,20200630
6065,노아,20200818
6066,삼육산업,20211105
6067,가영물산,20201029
6068,신상물류,20211231
6069,씨에프인터내셔널,20210720
6070,한마음,20210514
6071,성진테크윈,20200601
6072,멀티산업,20201231
6073,노랑통닭서울경기,20201231
6074,일사공이랩,20210630
6075,위드스테이제1호위탁관리부동산투자회사,20201224
6076,위즈넷컴퍼니,20210531
6077,템플나인,20210630
6078,엑소메드,20220420
6079,대기이엔지,20210331
6080,엠아이팜제천,20220503
6081,에스제이엔바이로,20220628
6082,영호씨엔에스,20210930
6083,원랜드원마트불당동지점,20200430
6084,투월드해운,20220331
6085,에코런케이,20210531
6086,예건종합건설,20210630
6087,코다,20201104
6088,이엠테크,20220721
6089,누림,20200101
6090,푸드인,20211031
6091,한밭,20210720
6092,케이앤골드,20210531
6093,육첩반상롯데백화점강남점,20220331
6094,후쿠오카함바그스타필드하남점,20220630
6095,에스티씨라이팅,20200929
6096,피드백루프,20211025
6097,은성테크,20211231
6098,경산농약백화점,20211231
6099,오션스랩,20200630
6100,코레뉴,20200331
6101,씨비에이벤처스,20210331
6102,엠앤에스컨설팅,20220630
6103,지오통신,20201231
6104,하나중기,20220126
6105,명보산업,20201231
6106,수이엔씨,20211117
6107,태그온뷰티,20191231
6108,엑시엄,20191128
6109,인사이드어스,20220627
6110,덕스,20210303
6111,어썸스토리,20220620
6112,퓨어스토리,20220630
6113,나부스튜디오,20211229
6114,진영에이앤티,20210930
6115,승우산업,20200831
6116,파인에이디에스,20210831
6117,에프비코리아,20210331
6118,유준,20210923
6119,오성물산엠티,20210930
6120,에이엠지플러스,20200421
6121,드림나이스,20220106
6122,씨에이치넷,20210228
6123,바른체형,20201229
6124,티케이씨,20211223
6125,명진종합건설,20210603
6126,미드텍,20210511
6127,올어스,20220429
6128,홍익산업,20220614
6129,가온정공,20210405
6130,제이엘산업,20200310
6131,반석일렉스,20211001
6132,도성상사,20210625
6133,동연테크,20211231
6134,베스트원헬스케어,20200630
6135,더블유케이위드코리아,20220302
6136,해성티아이,20210430
6137,동림종합건설,20201031
6138,한동씨앤씨,20220630
6139,지디웨이브,20200331
6140,엘케이케미칼,20210416
6141,도고캐스팅,20210520
6142,케이엔코리아광주기아챔피언스필드지점,20190630
6143,아이엠티비,20220725
6144,수자인건설,20201231
6145,도시안,20220627
6146,버추얼월드,20210510
6147,바른건설,20200331
6148,서윤건설산업,20211231
6149,이큐스템,20210730
6150,넥씨오,20210531
6151,창해토건,20211223
6152,제이엠홀드,20210930
6153,우림,20200805
6154,부림기업,20211231
6155,빅케이마트봉선점,20220331
6156,루트육십일,20200615
6157,더매니아그룹,20210630
