,기업명,휴폐업발생일자,휴폐업1년전날짜
5008,"""대성제재소""",2021.08.16,2020.08.16
5009,"""농업회사법인(주)포앤유""",2022.06.13,2021.06.13
5010,"""아이앤알글로벌""",2020.12.30,2019.12.30
5011,"""대경에이치엔에스""",2021.09.30,2020.09.30
5012,"""디지털치과기공협동조합""",2021.05.10,2020.05.10
5013,"""씨에스이""",2021.09.23,2020.09.23
5014,"""씨엠""",2022.06.14,2021.06.14
5015,"""동성하이드로텍""",2020.06.30,2019.06.30
5016,"""조광기술""",2020.06.17,2019.06.17
5017,"""성화엔지니어링""",2020.04.10,2019.04.10
5018,"""대주건업""",2021.09.14,2020.09.14
5019,"""대일이앤피""",2020.03.31,2019.03.31
5020,"""신일하이드로테크""",2021.09.01,2020.09.01
5021,"""스카이브릿지""",2022.03.03,2021.03.03
5022,"""두리텍""",2020.11.12,2019.11.12
5023,"""대륙테크""",2022.03.03,2021.03.03
5024,"""세진하이테크""",2020.09.30,2019.09.30
5025,"""대산건업""",2021.01.21,2020.01.21
5026,"""하얀""",2020.05.28,2019.05.28
5027,"""썬라이즈""",2021.05.26,2020.05.26
5028,"""제주한울""",2020.08.01,2019.08.01
5029,"""스코아""",2022.03.31,2021.03.31
5030,"""농업회사법인(주)금진""",2021.11.26,2020.11.26
5031,"""케이원제5호위탁관리부동산투자회사""",2020.04.02,2019.04.02
5032,"""성산레미콘""",2020.10.31,2019.10.31
5033,"""한국터널관리""",2020.02.05,2019.02.05
5034,"""빅패밀리""",2020.11.30,2019.11.30
5035,"""오픈케이지""",2021.01.21,2020.01.21
5036,"""평택소사벌주택위탁관리부동산투자회사""",2021.03.31,2020.03.31
5037,"""승진플랜텍""",2020.12.30,2019.12.30
5038,"""성지로보텍""",2022.03.02,2021.03.02
5039,"""엔에스비""",2021.03.31,2020.03.31
5040,"""엔에스비""",2018.06.30,2017.06.30
5041,"""바우스에이앤디""",2020.07.31,2019.07.31
5042,"""프로핏대부""",2021.11.30,2020.11.30
5043,"""한돌바이오텍""",2022.01.01,2021.01.01
5044,"""혜우산업개발""",2021.08.31,2020.08.31
5045,"""트릴런""",2020.12.31,2019.12.31
5046,"""알파비앤에이치""",2019.08.09,2018.08.09
5047,"""태안에너지""",2020.12.31,2019.12.31
5048,"""수퍼브""",2021.11.03,2020.11.03
5049,"""대영테크""",2021.09.17,2020.09.17
5050,"""선일세라믹스""",2022.08.01,2021.08.01
5051,"""대한하이텍""",2020.12.31,2019.12.31
5052,"""깐부""",2019.04.01,2018.04.01
5053,"""아즈텍더블유비이""",2020.06.30,2019.06.30
5054,"""리오엘리해운대지점유성""",2020.12.31,2019.12.31
5055,"""뉴텍씨엔브이(주)지점""",2022.03.15,2021.03.15
5056,"""브렉스랩""",2020.10.30,2019.10.30
5057,"""두리반팜""",2020.04.30,2019.04.30
5058,"""수림물류""",2021.02.18,2020.02.18
5059,"""아코스트레이딩""",2021.08.31,2020.08.31
5060,"""엑시스""",2020.05.11,2019.05.11
5061,"""농업법인이안""",2021.06.30,2020.06.30
5062,"""가로커뮤니케이션""",2021.12.31,2020.12.31
5063,"""에이치투컴퍼니""",2022.05.10,2021.05.10
5064,"""온코파마텍""",2021.12.28,2020.12.28
5065,"""한강케이씨""",2021.03.31,2020.03.31
5066,"""정현하이텍""",2019.12.31,2018.12.31
5067,"""디자인드디자인""",2021.01.28,2020.01.28
5068,"""비엔피서비스""",2021.02.28,2020.02.28
5069,"""양호청주지점""",2021.10.29,2020.10.29
5070,"""신성이엔지""",2020.08.21,2019.08.21
5071,"""리모트솔루션(주)군포지점""",2018.09.30,2017.09.30
5072,"""인츠넷""",2020.03.31,2019.03.31
5073,"""비씨콘""",2021.12.23,2020.12.23
5074,"""즐거운사람들""",2020.04.28,2019.04.28
5075,"""휴먼매니지먼트컴퍼니""",2020.12.31,2019.12.31
5076,"""이엠씨홀딩스""",2020.12.03,2019.12.03
5077,"""환경화학""",2022.02.16,2021.02.16
5078,"""바나나이앤에스""",2021.06.20,2020.06.20
5079,"""카와""",2021.12.31,2020.12.31
5080,"""휘포스""",2019.07.01,2018.07.01
5081,"""마루건설기계""",2022.03.31,2021.03.31
5082,"""뉴비즈코리아""",2020.11.17,2019.11.17
5083,"""대명광학(주)오창공장""",2018.04.02,2017.04.02
5084,"""아이비텍(주)부산지점""",2022.03.22,2021.03.22
5085,"""농업회사법인국보플러스""",2020.05.27,2019.05.27
5086,"""에움넷""",2019.09.30,2018.09.30
5087,"""양주옥정3차주택위탁관리부동산투자회사""",2019.12.27,2018.12.27
5088,"""애드텍""",2020.03.31,2019.03.31
5089,"""엔앤씨""",2022.02.28,2021.02.28
5090,"""한결페이퍼기술""",2021.07.07,2020.07.07
5091,"""센텀도시개발""",2019.12.31,2018.12.31
5092,"""에이제이인더스트리""",2020.12.31,2019.12.31
5093,"""베네핏대부""",2021.10.02,2020.10.02
5094,"""스위스모텔""",2019.09.16,2018.09.16
5095,"""세인관세법인_천안지점""",2020.12.22,2019.12.22
5096,"""세인관세법인""",2019.05.01,2018.05.01
5097,"""세인관세법인인천지사""",2021.04.13,2020.04.13
5098,"""평안산업곤지암""",2020.07.29,2019.07.29
5099,"""마스턴제19호논현피에프브이""",2019.11.20,2018.11.20
5100,"""지에프머스""",2021.12.31,2020.12.31
5101,"""에덴해피헬로우워크""",2021.11.04,2020.11.04
5102,"""칼제십구차유동화전문""",2021.09.29,2020.09.29
5103,"""에이랩스""",2020.05.29,2019.05.29
5104,"""도원산업""",2019.05.01,2018.05.01
5105,"""이엔에이""",2022.03.31,2021.03.31
5106,"""삼영엠티(주)생곡지점""",2019.07.01,2018.07.01
5107,"""야마토프로텍한국""",2021.07.31,2020.07.31
5108,"""미래앤와이드글로벌""",2022.07.26,2021.07.26
5109,"""도도플렉스""",2022.01.17,2021.01.17
5110,"""덕우기계""",2022.04.13,2021.04.13
5111,"""해피코드""",2019.12.31,2018.12.31
5112,"""스크린야구왕""",2020.01.22,2019.01.22
5113,"""농업회사법인달비치팜""",2022.04.04,2021.04.04
5114,"""한성미트""",2021.07.26,2020.07.26
5115,"""국탑이엔지""",2022.01.31,2021.01.31
5116,"""와라닷컴""",2021.06.30,2020.06.30
5117,"""엠엠코리아""",2022.02.15,2021.02.15
5118,"""케이원제6호위탁관리부동산투자회사""",2021.08.31,2020.08.31
5119,"""케이원물류허브제1호위탁관리부동산투자회사""",2021.11.25,2020.11.25
5120,"""탑링커스""",2020.12.31,2019.12.31
5121,"""프로맥스""",2019.12.02,2018.12.02
5122,"""프로맥스""",2018.12.14,2017.12.14
5123,"""한밀푸드""",2020.12.31,2019.12.31
5124,"""디에스하이테크""",2020.10.31,2019.10.31
5125,"""대기""",2020.12.31,2019.12.31
5126,"""지에스하이텍""",2021.06.30,2020.06.30
5127,"""유성한우고기백화점""",2021.07.31,2020.07.31
5128,"""신임파워먼트""",2021.04.30,2020.04.30
5129,"""노드""",2019.11.20,2018.11.20
5130,"""에이티스""",2022.06.30,2021.06.30
5131,"""유현""",2022.04.30,2021.04.30
5132,"""은경""",2020.01.13,2019.01.13
5133,"""동안전자서울지점""",2020.05.14,2019.05.14
5134,"""제스텍파주문산공장""",2018.12.31,2017.12.31
5135,"""아펠가모""",2020.01.01,2019.01.01
5136,"""매니패스트""",2020.02.03,2019.02.03
5137,"""큰고래""",2022.06.30,2021.06.30
5138,"""우정인터내셔널""",2022.02.28,2021.02.28
5139,"""패밀리""",2020.07.17,2019.07.17
5140,"""아이씨씨랩""",2020.08.25,2019.08.25
5141,"""무아초아""",2021.02.10,2020.02.10
5142,"""미래통상""",2021.03.31,2020.03.31
5143,"""일진로지스""",2020.06.15,2019.06.15
5144,"""정호""",2021.06.15,2020.06.15
5145,"""고석정""",2022.07.21,2021.07.21
5146,"""엔에스메탈군장공단""",2020.08.31,2019.08.31
5147,"""삼남강재""",2021.12.31,2020.12.31
5148,"""영해진""",2022.05.02,2021.05.02
5149,"""에코마인""",2020.12.01,2019.12.01
5150,"""삼륙꽁""",2021.10.29,2020.10.29
5151,"""스위프트""",2021.12.31,2020.12.31
5152,"""더크리에이터스그룹""",2022.02.04,2021.02.04
5153,"""제이디케미칼""",2021.05.01,2020.05.01
5154,"""씨엠테크놀로지""",2022.07.22,2021.07.22
5155,"""우송목재""",2021.12.27,2020.12.27
5156,"""메디유케어""",2022.03.25,2021.03.25
5157,"""필라테스솔루션""",2022.06.27,2021.06.27
5158,"""로데오산업개발""",2020.08.28,2019.08.28
5159,"""천부농산""",2022.07.19,2021.07.19
5160,"""에스제이테크윈(주)지점""",2021.08.11,2020.08.11
5161,"""에스제이테크윈(주)이공장""",2021.08.11,2020.08.11
5162,"""드래곤패밀리투""",2021.11.30,2020.11.30
5163,"""피노""",2020.09.30,2019.09.30
5164,"""나투스핀""",2021.05.31,2020.05.31
5165,"""아스피린""",2020.10.31,2019.10.31
5166,"""산하재""",2022.07.22,2021.07.22
5167,"""동성에너지""",2021.12.31,2020.12.31
5168,"""제이앤티이엔지""",2021.11.08,2020.11.08
5169,"""천지테크""",2020.07.14,2019.07.14
5170,"""더오감""",2021.05.24,2020.05.24
5171,"""에코블루""",2021.09.30,2020.09.30
5172,"""디에이치기초건설""",2022.01.05,2021.01.05
5173,"""큰나무산림설계""",2021.01.01,2020.01.01
5174,"""코람코가치부가형리테일제1호위탁관리자부동산투자회사""",2020.11.13,2019.11.13
5175,"""핀큐""",2020.03.31,2019.03.31
5176,"""효성산업개발""",2022.02.28,2021.02.28
5177,"""에쓰엠씨전력""",2021.07.01,2020.07.01
5178,"""리빙앤홈""",2020.02.05,2019.02.05
5179,"""삼성산업""",2021.06.30,2020.06.30
5180,"""세종바이오메드""",2021.02.05,2020.02.05
5181,"""금호시푸드여수지점""",2019.03.05,2018.03.05
5182,"""신연경""",2022.02.15,2021.02.15
5183,"""더본코리아맛기정카이스트서울캠퍼스지점""",2019.12.31,2018.12.31
5184,"""죽산피에프브이""",2022.02.28,2021.02.28
5185,"""케이유니버스""",2021.08.03,2020.08.03
5186,"""위더스게임""",2022.01.28,2021.01.28
5187,"""비앤에이치에셋""",2021.12.27,2020.12.27
5188,"""다보테크""",2022.06.30,2021.06.30
5189,"""웅비""",2021.02.15,2020.02.15
5190,"""유스필""",2019.08.22,2018.08.22
5191,"""삼일""",2019.09.30,2018.09.30
5192,"""그릿미""",2021.03.08,2020.03.08
5193,"""피그빌""",2022.03.31,2021.03.31
5194,"""제이앤피""",2021.12.30,2020.12.30
5195,"""바다섬유""",2021.03.31,2020.03.31
5196,"""윈드시너지""",2019.12.09,2018.12.09
5197,"""버키""",2021.10.14,2020.10.14
5198,"""엘에이치브로스""",2020.03.14,2019.03.14
5199,"""어라운드어스""",2021.06.10,2020.06.10
5200,"""누리엔""",2021.12.31,2020.12.31
5201,"""엔에스피""",2019.09.30,2018.09.30
5202,"""농업회사법인한울림푸드""",2019.08.01,2018.08.01
5203,"""부경특판""",2022.02.28,2021.02.28
5204,"""관동종합건설""",2022.01.28,2021.01.28
5205,"""대보""",2021.10.29,2020.10.29
5206,"""대명""",2020.05.04,2019.05.04
5207,"""아이유소프텍""",2021.06.30,2020.06.30
5208,"""승보건설""",2022.03.31,2021.03.31
5209,"""시우글로벌""",2021.05.07,2020.05.07
5210,"""양지종합건설""",2022.05.31,2021.05.31
5211,"""양지종합건설""",2019.05.15,2018.05.15
5212,"""애즈밸즈""",2020.03.26,2019.03.26
5213,"""오카""",2022.04.30,2021.04.30
5214,"""피더블유디""",2021.11.15,2020.11.15
5215,"""헬로크라우드대부""",2021.10.21,2020.10.21
5216,"""빅토우즈""",2021.06.18,2020.06.18
5217,"""스크린홀딩스""",2021.12.31,2020.12.31
5218,"""굿맨에이치알""",2022.06.30,2021.06.30
5219,"""하랑""",2021.02.09,2020.02.09
5220,"""지이브이""",2021.12.31,2020.12.31
5221,"""에프에스아이""",2022.07.14,2021.07.14
5222,"""삼원비앤에이""",2019.11.30,2018.11.30
5223,"""이비아로지스틱스""",2020.09.30,2019.09.30
5224,"""제이알글로벌제2호위탁관리부동산투자회사""",2020.05.19,2019.05.19
5225,"""에스에이티""",2020.04.03,2019.04.03
5226,"""대한파카라이징""",2020.08.01,2019.08.01
5227,"""엠와이티""",2022.03.14,2021.03.14
5228,"""루스""",2021.05.01,2020.05.01
5229,"""케이웨이""",2022.01.20,2021.01.20
5230,"""이노즈""",2022.06.14,2021.06.14
5231,"""천안""",2020.05.11,2019.05.11
5232,"""서홍""",2021.10.29,2020.10.29
5233,"""국제자동화""",2021.05.06,2020.05.06
5234,"""백문건설""",2021.11.26,2020.11.26
5235,"""스카이원티엔시""",2021.06.30,2020.06.30
5236,"""교원크리에이티브""",2021.10.05,2020.10.05
5237,"""픽셀디스플레이""",2021.07.14,2020.07.14
5238,"""알앤타임""",2019.12.31,2018.12.31
5239,"""코람코가치부가형리테일제2호위탁관리자부동산투자회사""",2021.08.23,2020.08.23
5240,"""한바다수산""",2020.03.31,2019.03.31
5241,"""더블유케이자산관리""",2022.03.31,2021.03.31
5242,"""메종""",2022.06.08,2021.06.08
5243,"""금강로지스""",2021.09.03,2020.09.03
5244,"""솔비플러스""",2021.07.15,2020.07.15
5245,"""와이에이치""",2021.05.31,2020.05.31
5246,"""맹박골갈비예찬""",2020.11.11,2019.11.11
5247,"""엘티라이팅""",2019.12.31,2018.12.31
5248,"""하나축산푸드몰""",2019.12.31,2018.12.31
5249,"""삼광피앤씨""",2021.06.30,2020.06.30
5250,"""케이엠제약(주)서울""",2018.09.12,2017.09.12
5251,"""디에스트레스코포레이션""",2020.07.10,2019.07.10
5252,"""비엘한국""",2020.07.07,2019.07.07
5253,"""더순""",2021.08.12,2020.08.12
5254,"""삼경푸드""",2020.11.30,2019.11.30
5255,"""폼웨이""",2022.03.10,2021.03.10
5256,"""애포샤""",2021.05.10,2020.05.10
5257,"""바이칼솔루션""",2021.11.01,2020.11.01
5258,"""시큐놀로지랩""",2021.12.31,2020.12.31
5259,"""하늘도시건축""",2021.01.31,2020.01.31
5260,"""하나글로벌인재개발원피에프브이""",2022.02.24,2021.02.24
5261,"""강대건설""",2020.06.30,2019.06.30
5262,"""그린시티""",2019.06.30,2018.06.30
5263,"""에이피에스에이엠디""",2021.01.12,2020.01.12
5264,"""일천""",2020.06.30,2019.06.30
5265,"""성성식품""",2020.09.30,2019.09.30
5266,"""스타일샵""",2022.02.03,2021.02.03
5267,"""조은에프앤씨""",2022.04.15,2021.04.15
5268,"""무궁""",2020.09.30,2019.09.30
5269,"""케이브이티에스""",2021.08.05,2020.08.05
5270,"""예담포크""",2019.09.30,2018.09.30
5271,"""엠알오무역""",2020.08.31,2019.08.31
5272,"""혜우이엔지""",2021.11.06,2020.11.06
5273,"""디에스티""",2022.02.18,2021.02.18
5274,"""송학판교지점""",2021.05.31,2020.05.31
5275,"""안다로미이엔티""",2019.11.25,2018.11.25
5276,"""케이알글로벌네트웍스""",2021.01.25,2020.01.25
5277,"""인비스""",2022.06.30,2021.06.30
5278,"""우경종합건설""",2020.12.31,2019.12.31
5279,"""마크투인베스트먼트""",2020.12.31,2019.12.31
5280,"""카누""",2021.03.31,2020.03.31
5281,"""케이제이네트웍""",2020.11.11,2019.11.11
5282,"""플레이솔루션""",2021.12.24,2020.12.24
5283,"""다원헬스케어""",2022.07.12,2021.07.12
5284,"""원빛""",2020.02.15,2019.02.15
5285,"""바토""",2021.06.30,2020.06.30
5286,"""지앤미""",2021.07.31,2020.07.31
5287,"""멘토""",2019.08.01,2018.08.01
5288,"""영앤진회계법인울산""",2019.06.01,2018.06.01
5289,"""엘원비엘티제오차""",2021.08.09,2020.08.09
5290,"""헨츠""",2020.01.31,2019.01.31
5291,"""세화실업""",2021.12.31,2020.12.31
5292,"""잇투게더""",2020.12.08,2019.12.08
5293,"""글로벌로드""",2019.11.27,2018.11.27
5294,"""티제이스틸""",2021.03.22,2020.03.22
5295,"""고기사""",2021.07.10,2020.07.10
5296,"""아이엔티코리아""",2020.09.30,2019.09.30
5297,"""골든브릿지""",2020.06.16,2019.06.16
5298,"""3지스톤""",2022.03.21,2021.03.21
5299,"""세원푸드""",2019.12.31,2018.12.31
5300,"""배상면주가양재지점""",2020.03.12,2019.03.12
5301,"""배상면주가을지로지점""",2020.03.10,2019.03.10
5302,"""한서회계법인구로지점""",2018.12.10,2017.12.10
5303,"""체리픽웍스""",2020.10.07,2019.10.07
5304,"""옥수이앤지""",2021.04.08,2020.04.08
5305,"""에이치스퀘어어낼러틱스""",2019.12.27,2018.12.27
5306,"""신한제3호기업인수목적""",2020.01.08,2019.01.08
5307,"""플러스티브이""",2021.12.31,2020.12.31
5308,"""반석종합건설""",2020.06.10,2019.06.10
5309,"""농업회사법인산내로컬푸드""",2021.12.30,2020.12.30
5310,"""다한""",2021.12.20,2020.12.20
5311,"""이안""",2020.11.30,2019.11.30
5312,"""인사이드케이알""",2020.01.31,2019.01.31
5313,"""디티알프레스""",2021.04.01,2020.04.01
5314,"""탑스킨""",2021.12.31,2020.12.31
5315,"""보성녹돈푸르네""",2020.11.05,2019.11.05
5316,"""에프앤원""",2019.11.25,2018.11.25
5317,"""비앤엘트레이딩""",2022.07.28,2021.07.28
5318,"""엠앤엘테크""",2019.11.02,2018.11.02
5319,"""메롤코리아""",2022.05.31,2021.05.31
5320,"""그린일렉""",2021.06.22,2020.06.22
5321,"""오션컨넥트마린피티이엘티디""",2020.11.30,2019.11.30
5322,"""카오스아이""",2021.06.07,2020.06.07
5323,"""이비즈타운용산지점""",2019.06.30,2018.06.30
5324,"""와이케이동그라미녹번지점""",2021.12.15,2020.12.15
5325,"""애니텍""",2021.04.30,2020.04.30
5326,"""아르젠""",2022.03.18,2021.03.18
5327,"""에스알산업""",2021.04.30,2020.04.30
5328,"""트라비스엘리베이터""",2018.12.31,2017.12.31
5329,"""부신물류""",2020.06.30,2019.06.30
5330,"""비비드플래닛""",2021.09.30,2020.09.30
5331,"""문피아투자목적회사""",2022.04.28,2021.04.28
5332,"""광개토종합건설""",2021.05.31,2020.05.31
5333,"""케이에쓰푸드""",2021.12.09,2020.12.09
5334,"""썬케이""",2019.08.08,2018.08.08
5335,"""시나브로사회적협동조합""",2020.10.08,2019.10.08
5336,"""그린에스티""",2021.09.16,2020.09.16
5337,"""삼익티에이치케이(주)안성공장""",2020.09.09,2019.09.09
5338,"""세종에스엠에스""",2019.01.31,2018.01.31
5339,"""대려인터내셔날평택지점""",2021.04.30,2020.04.30
5340,"""세종에스엠에스이스트밸리""",2020.01.31,2019.01.31
5341,"""세종에스엠에스세라지오지점""",2019.01.31,2018.01.31
5342,"""파주농산물""",2021.02.28,2020.02.28
5343,"""세종에스엠에스비전힐스""",2020.01.31,2019.01.31
5344,"""와이케이동그라미별내지점""",2020.11.30,2019.11.30
5345,"""에스지엔지안산지점""",2019.07.01,2018.07.01
5346,"""세종에스엠에스화산지점""",2019.01.31,2018.01.31
5347,"""에이아이이엔지""",2021.07.01,2020.07.01
5348,"""프라임디엔씨""",2019.04.25,2018.04.25
5349,"""은광롯데동대문피트인지점""",2020.12.31,2019.12.31
5350,"""동미화학공사""",2021.12.22,2020.12.22
5351,"""세종에스엠에스한국관광용품센타지점""",2021.01.01,2020.01.01
5352,"""큐베컨(주)포항지점""",2020.05.22,2019.05.22
5353,"""마리진알로하테이블청담점""",2019.06.20,2018.06.20
5354,"""디노스세실(영업소)""",2021.04.30,2020.04.30
5355,"""은광석촌지점""",2020.12.31,2019.12.31
5356,"""벨에어인베스트먼트""",2019.12.02,2018.12.02
5357,"""에이치엘비제약(주)춘천지점""",2021.07.08,2020.07.08
5358,"""유디코디앤씨""",2019.06.10,2018.06.10
5359,"""어업회사법인(주)추자도오름수산""",2021.12.07,2020.12.07
5360,"""원익쿼츠강릉공장""",2019.06.28,2018.06.28
5361,"""만성디앤씨""",2022.01.17,2021.01.17
5362,"""농업회사법인영푸드""",2020.01.14,2019.01.14
5363,"""덕심""",2020.05.06,2019.05.06
5364,"""친환경식품""",2020.11.20,2019.11.20
5365,"""월드코리아""",2020.03.31,2019.03.31
5366,"""모노리스""",2019.03.31,2018.03.31
5367,"""뉴프라이드코퍼레이션""",2020.06.30,2019.06.30
5368,"""포틴네트웍스""",2020.11.25,2019.11.25
5369,"""룡호인터내셔널엘에이치아이""",2020.02.26,2019.02.26
5370,"""헥스코""",2021.12.31,2020.12.31
5371,"""경원알미늄""",2021.08.24,2020.08.24
5372,"""와이케이동그라미일산화정지점""",2021.12.15,2020.12.15
5373,"""대왕""",2021.06.30,2020.06.30
5374,"""휴먼스틸""",2020.09.12,2019.09.12
5375,"""아트패브릭""",2018.12.31,2017.12.31
5376,"""영진글로벌(주) 포천공장""",2020.12.31,2019.12.31
5377,"""코레일관광개발(주)중소기업명품마루광주역점""",2019.01.01,2018.01.01
5378,"""하이오토클럽""",2019.09.24,2018.09.24
5379,"""더블유에스아이""",2020.11.16,2019.11.16
5380,"""씨원""",2021.01.01,2020.01.01
5381,"""새벽영농조합법인""",2021.02.22,2020.02.22
5382,"""우리들식품농업회사법인""",2022.02.28,2021.02.28
5383,"""와이케이동그라미레피리움행당지점""",2021.12.15,2020.12.15
5384,"""더베일리하우스논현점""",2021.06.27,2020.06.27
5385,"""다상""",2020.12.31,2019.12.31
5386,"""혁신영강종합건설""",2021.08.25,2020.08.25
5387,"""와이케이동그라미포천송우지점""",2021.12.15,2020.12.15
5388,"""선진피앤비""",2020.06.30,2019.06.30
5389,"""코레일관광개발(주)중소기업명품마루동대구역점""",2019.01.01,2018.01.01
5390,"""부경종합건설""",2022.05.10,2021.05.10
5391,"""에이앤에이치""",2020.12.31,2019.12.31
5392,"""네비엔대구사업소""",2019.03.15,2018.03.15
5393,"""메탈브릿지""",2019.12.31,2018.12.31
5394,"""웨스트우드피에프브이""",2019.04.22,2018.04.22
5395,"""코레일관광개발(주)수원역점""",2019.02.18,2018.02.18
5396,"""케이디케이""",2019.12.31,2018.12.31
5397,"""동광명품도어광주지점""",2022.06.30,2021.06.30
5398,"""엠티에스""",2021.11.01,2020.11.01
5399,"""아이레이더""",2020.05.31,2019.05.31
5400,"""에이엘오(주)구로지점""",2020.03.31,2019.03.31
5401,"""몽고식품(주)부산영업본부""",2019.08.02,2018.08.02
5402,"""대유홀딩스상대원지점""",2019.04.17,2018.04.17
5403,"""파인에이치에프(주)함안지점""",2021.07.31,2020.07.31
5404,"""비아이디씨(주)웅동지점""",2019.12.31,2018.12.31
5405,"""이마트위드미스타필드하남직영점""",2020.03.31,2019.03.31
5406,"""나름티에스""",2020.09.18,2019.09.18
5407,"""티에스이엔씨""",2021.04.30,2020.04.30
5408,"""바이오플러스(주)대전지점""",2019.06.30,2018.06.30
5409,"""범진아이엔디(주)안성지점""",2019.10.18,2018.10.18
5410,"""와이케이동그라미미아지점""",2020.09.23,2019.09.23
5411,"""채선당자연한그릇샤브앤한식샐러드바""",2020.12.31,2019.12.31
5412,"""삼원절연구미지점""",2021.12.27,2020.12.27
5413,"""엠피씨라이프""",2021.08.18,2020.08.18
5414,"""엠피씨라이프""",2020.12.30,2019.12.30
5415,"""라움""",2020.08.20,2019.08.20
5416,"""코레일관광개발(주)강빛마을펜션""",2019.01.16,2018.01.16
5417,"""로쉬용인지점""",2020.09.30,2019.09.30
5418,"""와이케이동그라미레피리움목동지점""",2022.03.19,2021.03.19
5419,"""목화주택""",2020.12.29,2019.12.29
5420,"""태려에프앤비""",2021.07.23,2020.07.23
5421,"""넥스코종합건설""",2020.09.14,2019.09.14
5422,"""일양산업(주)김해지점""",2020.03.23,2019.03.23
5423,"""동림아스콘앤레미콘 신풍지점""",2021.07.02,2020.07.02
5424,"""고려제화""",2021.07.09,2020.07.09
5425,"""알로하테이블판교점""",2020.06.08,2019.06.08
5426,"""미래디앤디""",2021.12.31,2020.12.31
5427,"""와이케이동그라미레피리움장안지점""",2020.12.31,2019.12.31
5428,"""와이케이동그라미강동지점""",2021.12.15,2020.12.15
5429,"""큐철원지점""",2020.05.25,2019.05.25
5430,"""핵스테이크신세계인천점""",2018.12.31,2017.12.31
5431,"""에스투원""",2020.10.25,2019.10.25
5432,"""수지홀딩스""",2020.07.31,2019.07.31
5433,"""로딩""",2020.12.03,2019.12.03
5434,"""대웅이앤씨""",2020.07.13,2019.07.13
5435,"""필셉""",2020.06.30,2019.06.30
5436,"""서우하우징""",2020.12.31,2019.12.31
5437,"""미승전기""",2021.06.02,2020.06.02
5438,"""알엔에스""",2022.04.04,2021.04.04
5439,"""조이핀""",2020.10.15,2019.10.15
5440,"""마크원인베스트먼트""",2021.12.01,2020.12.01
5441,"""미디어튠""",2021.09.30,2020.09.30
5442,"""에코앰넷""",2022.01.03,2021.01.03
5443,"""네이처리사이클""",2021.06.30,2020.06.30
5444,"""태금""",2019.07.02,2018.07.02
5445,"""프라임제이이앤씨""",2022.02.28,2021.02.28
5446,"""리텍인터내셔널""",2021.12.31,2020.12.31
5447,"""타이키인베스트먼트""",2019.11.06,2018.11.06
5448,"""비버스팩토리""",2020.03.23,2019.03.23
5449,"""현종합건설""",2020.07.30,2019.07.30
5450,"""태백연탄""",2021.06.22,2020.06.22
5451,"""상미""",2020.06.30,2019.06.30
5452,"""비아이""",2019.09.30,2018.09.30
5453,"""제이와이산업""",2020.07.28,2019.07.28
5454,"""신원하이텍(주)칠곡지점""",2020.02.11,2019.02.11
5455,"""더화이트넷""",2021.03.31,2020.03.31
5456,"""리슨소프트""",2019.11.06,2018.11.06
5457,"""폴라게임즈""",2022.03.05,2021.03.05
5458,"""비지에프포스트""",2019.11.19,2018.11.19
5459,"""대신코리아""",2020.12.31,2019.12.31
5460,"""창조이엔지""",2020.04.28,2019.04.28
5461,"""알엠테크""",2019.12.02,2018.12.02
5462,"""성호정보통신""",2020.03.13,2019.03.13
5463,"""중경디앤씨""",2021.06.30,2020.06.30
5464,"""대성제휴""",2022.02.11,2021.02.11
5465,"""로얄라이프""",2021.04.14,2020.04.14
5466,"""엔제이""",2020.12.17,2019.12.17
5467,"""대지""",2022.01.11,2021.01.11
5468,"""케이엔코리아엘지잠실야구장지점""",2019.06.30,2018.06.30
5469,"""케이엔코리아한밭야구장점""",2019.06.30,2018.06.30
5470,"""더릿지354""",2020.07.31,2019.07.31
5471,"""코바치영등포점""",2020.03.26,2019.03.26
5472,"""마스턴제20호신사피에프브이""",2021.06.11,2020.06.11
5473,"""유아이시티""",2022.05.31,2021.05.31
5474,"""스토리앤브라더스""",2022.04.06,2021.04.06
5475,"""엠제이브로스""",2020.12.31,2019.12.31
5476,"""해경건설""",2020.12.31,2019.12.31
5477,"""다우펀다""",2022.03.31,2021.03.31
5478,"""은성이엔디""",2022.03.31,2021.03.31
5479,"""비씨에이치푸드""",2020.11.27,2019.11.27
5480,"""농부마을""",2020.12.31,2019.12.31
5481,"""네임북스""",2021.03.22,2020.03.22
5482,"""빌트모아순천풍덕점""",2021.12.31,2020.12.31
5483,"""빌트모아영등포점""",2021.03.31,2020.03.31
5484,"""빌트모아울산점""",2020.03.31,2019.03.31
5485,"""빌트모아연수점""",2022.06.30,2021.06.30
5486,"""빌트모아서수원점""",2022.06.30,2021.06.30
5487,"""빌트모아원주점""",2021.06.30,2020.06.30
5488,"""빌트모아청라점""",2021.12.31,2020.12.31
5489,"""온담디앤씨""",2019.12.31,2018.12.31
5490,"""비엘아이디어""",2021.02.28,2020.02.28
5491,"""바로내츄럴""",2021.04.30,2020.04.30
5492,"""카이티스로보틱스""",2020.11.30,2019.11.30
5493,"""삼원피엔디""",2021.06.30,2020.06.30
5494,"""한림오토텍""",2020.08.31,2019.08.31
5495,"""대영알앤씨""",2022.03.31,2021.03.31
5496,"""금축""",2020.09.30,2019.09.30
5497,"""글로에듀""",2021.09.13,2020.09.13
